path,title,topic,tier,tier_label,content_form,caution,rationale
breeds/welshspringerspaniels.md,Welsh Springer Spaniels,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/welshterriers.md,Welsh Terriers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/westhighlandwhiteterriers.md,West Highland White Terriers,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/whippets.md,Whippets,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/whiteshepherds.md,White Shepherds,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/wirehairedpointinggriffons.md,Wirehaired Pointing Griffons,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/xoloitzcuintle.md,Xoloitzcuintli,Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
breeds/yorkshireterriers.md,Yorkshire Terriers (Yorkies),Breed guides,R,"Breed, selection, and acquisition reference",Consolidated reference,,"Combined breed overview, acquisition, training, health, and FAQ material."
pages/about.md,About Michele Welton | Your Purebred Puppy,Navigation and administrative material,D,"Commercial, navigation, administration, or remnant",Author biography,,Background about the author rather than dog-care guidance.
pages/books/11T.md,11 Things You Must Do Right To Keep Your Dog Healthy and Happy,Commercial books and services,D,"Commercial, navigation, administration, or remnant",Book sales/support page,,"Promotes, describes, downloads, or supports the author's commercial books."
pages/books/DQ.md,So you want to get a dog.... great! I'll guide you through your journey of choosing and finding the best dog for your family.,Commercial books and services,D,"Commercial, navigation, administration, or remnant",Book sales/support page,,"Promotes, describes, downloads, or supports the author's commercial books."
pages/books/RTA.md,"Respect Training For Adult Dogs: 30 Seconds to a Calm, Polite, Well-Behaved Dog",Commercial books and services,D,"Commercial, navigation, administration, or remnant",Book sales/support page,,"Promotes, describes, downloads, or supports the author's commercial books."
pages/books/RTP.md,"Respect Training For Puppies: 30 Seconds to a Calm, Polite, Well-Behaved Puppy",Commercial books and services,D,"Commercial, navigation, administration, or remnant",Book sales/support page,,"Promotes, describes, downloads, or supports the author's commercial books."
pages/books/TYD.md,"A dog who respects you will do what you say, and will stop what he's doing when you tell him ""No."" I will show you how to teach YOUR dog to be a respectful dog who listens to you and does what you say.",Commercial books and services,D,"Commercial, navigation, administration, or remnant",Book sales/support page,,"Promotes, describes, downloads, or supports the author's commercial books."
pages/books/box_faq.md,Frequently asked questions about ebooks,Commercial books and services,D,"Commercial, navigation, administration, or remnant",Book sales/support page,,"Promotes, describes, downloads, or supports the author's commercial books."
pages/books/index.md,Dog Books by Michele Welton,Commercial books and services,D,"Commercial, navigation, administration, or remnant",Book sales/support page,,"Promotes, describes, downloads, or supports the author's commercial books."
pages/books/practice.md,Let's practice a download.... it's easy!,Commercial books and services,D,"Commercial, navigation, administration, or remnant",Book sales/support page,,"Promotes, describes, downloads, or supports the author's commercial books."
pages/breedconsulting/box_whyfencedyard.md,Why Your Children Must Be At Least Age Ten,Commercial books and services,D,"Commercial, navigation, administration, or remnant",Consulting sales/support page,,Supports or promotes the author's paid breed-consulting service.
pages/breedconsulting/box_whyhome.md,Why An Adult Must Be Home During the Day,Commercial books and services,D,"Commercial, navigation, administration, or remnant",Consulting sales/support page,,Supports or promotes the author's paid breed-consulting service.
pages/breedconsulting/box_whyindoors.md,Why Your Dog Should Live Indoors,Commercial books and services,D,"Commercial, navigation, administration, or remnant",Consulting sales/support page,,Supports or promotes the author's paid breed-consulting service.
pages/breedconsulting/index.md,Personal service to help you choose the right dog breed,Commercial books and services,D,"Commercial, navigation, administration, or remnant",Consulting sales/support page,,Supports or promotes the author's paid breed-consulting service.
pages/buying/articles/AKC-registered-puppies.md,AKC Registered Puppies: Are AKC Papers Important?,Choosing and acquiring a dog,R,"Breed, selection, and acquisition reference",Acquisition guide,,"Practical guidance on breeders, shelters, rescues, registration, or puppy selection."
pages/buying/articles/animal-shelters.md,Adopting a Dog From the Animal Shelter or Humane Society,Choosing and acquiring a dog,R,"Breed, selection, and acquisition reference",Acquisition guide,,"Practical guidance on breeders, shelters, rescues, registration, or puppy selection."
pages/buying/articles/crossbred-dogs.md,The Truth About Crossbred Dogs,Choosing and acquiring a dog,R,"Breed, selection, and acquisition reference",Opinionated acquisition guide,,Useful acquisition context presented with strong authorial judgments.
pages/buying/articles/do-dogs-need-fenced-yard.md,Do Dogs Need a Fenced Yard?,Breed and lifestyle selection,R,"Breed, selection, and acquisition reference",Decision guide,,"Helps match a dog or breed to household, lifestyle, and preferences."
pages/buying/articles/dog-breed-rescue.md,Adopting a Dog From Dog Breed Rescue,Choosing and acquiring a dog,R,"Breed, selection, and acquisition reference",Acquisition guide,,"Practical guidance on breeders, shelters, rescues, registration, or puppy selection."
pages/buying/articles/dog-breed-traits-aggression-cats.md,Dog Breeds That Are (Usually) Good With Cats,Breed and lifestyle selection,R,"Breed, selection, and acquisition reference",Decision guide,,"Helps match a dog or breed to household, lifestyle, and preferences."
pages/buying/articles/dog-breed-traits-aggression-dogs.md,Which Breeds Are Aggressive (or Peaceful) With Other Dogs,Breed and lifestyle selection,R,"Breed, selection, and acquisition reference",Decision guide,,"Helps match a dog or breed to household, lifestyle, and preferences."
pages/buying/articles/dog-breed-traits-aggression-people.md,These Dog Breeds Can Be Aggressive Toward People,Breed and lifestyle selection,R,"Breed, selection, and acquisition reference",Decision guide,,"Helps match a dog or breed to household, lifestyle, and preferences."
pages/buying/articles/dog-breed-traits-appearance.md,Choosing a Dog Breed Based on its Appearance,Breed and lifestyle selection,R,"Breed, selection, and acquisition reference",Decision guide,,"Helps match a dog or breed to household, lifestyle, and preferences."
pages/buying/articles/dog-breed-traits-children.md,You Want a Dog... But You Have Children,Breed and lifestyle selection,R,"Breed, selection, and acquisition reference",Decision guide,,"Helps match a dog or breed to household, lifestyle, and preferences."
pages/buying/articles/dog-breed-traits-exercise.md,How Much Exercise For Different Dog Breeds,Breed and lifestyle selection,R,"Breed, selection, and acquisition reference",Decision guide,,"Helps match a dog or breed to household, lifestyle, and preferences."
pages/buying/articles/dog-breed-traits-fencing.md,The Best and Worst Fences For Dogs,Breed and lifestyle selection,R,"Breed, selection, and acquisition reference",Decision guide,,"Helps match a dog or breed to household, lifestyle, and preferences."
pages/buying/articles/dog-breed-traits-grooming.md,Dog Breed Traits: Grooming,Breed and lifestyle selection,R,"Breed, selection, and acquisition reference",Decision guide,,"Helps match a dog or breed to household, lifestyle, and preferences."
pages/buying/articles/dog-breed-traits-shedding.md,Dog Breed Traits: Shedding and Allergies,Breed and lifestyle selection,R,"Breed, selection, and acquisition reference",Decision guide,,"Helps match a dog or breed to household, lifestyle, and preferences."
pages/buying/articles/dog-breed-traits-size.md,Which Size Dog is Right For You?,Breed and lifestyle selection,R,"Breed, selection, and acquisition reference",Decision guide,,"Helps match a dog or breed to household, lifestyle, and preferences."
pages/buying/articles/dog-breed-traits-trainability.md,Dog Breeds That Are Easy (or Challenging) To Train,Breed and lifestyle selection,R,"Breed, selection, and acquisition reference",Decision guide,,"Helps match a dog or breed to household, lifestyle, and preferences."
pages/buying/articles/dog-breed-traits.md,Which Dog Breed Traits Are Right For You?,Breed and lifestyle selection,R,"Breed, selection, and acquisition reference",Decision guide,,"Helps match a dog or breed to household, lifestyle, and preferences."
pages/buying/articles/dog-breeders.md,Dog Breeders: How To Find a Good Dog Breeder,Choosing and acquiring a dog,R,"Breed, selection, and acquisition reference",Acquisition guide,,"Practical guidance on breeders, shelters, rescues, registration, or puppy selection."
pages/buying/articles/dog-if-you-work-all-day.md,Should You Get a Dog If You Work All Day?,Breed and lifestyle selection,R,"Breed, selection, and acquisition reference",Decision guide,,"Helps match a dog or breed to household, lifestyle, and preferences."
pages/buying/articles/how-to-choose-a-puppy.md,Choosing the Best Puppy in a Litter,Choosing and acquiring a dog,R,"Breed, selection, and acquisition reference",Acquisition guide,,"Practical guidance on breeders, shelters, rescues, registration, or puppy selection."
pages/buying/articles/male-female-dogs.md,Male Dogs versus Female Dogs: Which Makes a Better Pet?,Breed and lifestyle selection,R,"Breed, selection, and acquisition reference",Decision guide,,"Helps match a dog or breed to household, lifestyle, and preferences."
pages/buying/articles/mixed-breed-dogs.md,The Truth About Mixed Breed Dogs,Choosing and acquiring a dog,R,"Breed, selection, and acquisition reference",Opinionated acquisition guide,,Useful acquisition context presented with strong authorial judgments.
pages/buying/articles/petshops-and-pet-stores.md,Pet Shop Puppies: Buying a Puppy From a Pet Store,Choosing and acquiring a dog,R,"Breed, selection, and acquisition reference",Opinionated acquisition guide,,Useful acquisition context presented with strong authorial judgments.
pages/buying/articles/puppy-or-adult-dog.md,Puppies vs Adult Dogs: Pros and Cons of Different Ages,Breed and lifestyle selection,R,"Breed, selection, and acquisition reference",Decision guide,,"Helps match a dog or breed to household, lifestyle, and preferences."
pages/buying/articles/purebred-dogs.md,The Truth About Purebred Dogs,Choosing and acquiring a dog,R,"Breed, selection, and acquisition reference",Opinionated acquisition guide,,Useful acquisition context presented with strong authorial judgments.
pages/buying/articles/should-you-get-a-dog.md,Should You Get a Dog? Pros and Cons of Owning a Dog,Breed and lifestyle selection,R,"Breed, selection, and acquisition reference",Decision guide,,"Helps match a dog or breed to household, lifestyle, and preferences."
pages/buying/articles/what-a-dog-is-like.md,"A Practical, Close-Up Look At What a Dog Is Like",Breed and lifestyle selection,R,"Breed, selection, and acquisition reference",Decision guide,,"Helps match a dog or breed to household, lifestyle, and preferences."
pages/buying/index.md,Choosing & Finding a Good Dog,Navigation and administrative material,D,"Commercial, navigation, administration, or remnant",Section landing page,,Primarily an index to acquisition and selection content.
pages/cdn-cgi/l/email-protection.md,Email Protection,Navigation and administrative material,D,"Commercial, navigation, administration, or remnant",Site administration or navigation,,"Homepage, FAQ, sitemap, legal/privacy text, or technical remnant."
pages/dogbreeds/index-giant-dog-breeds.md,Dog Breed Reviews: Giant Dog Breeds,Navigation and administrative material,D,"Commercial, navigation, administration, or remnant",Breed index,,Legacy size/category index superseded by the consolidated breed guides.
pages/dogbreeds/index-large-dog-breeds.md,Dog Breed Reviews: Large Dog Breeds,Navigation and administrative material,D,"Commercial, navigation, administration, or remnant",Breed index,,Legacy size/category index superseded by the consolidated breed guides.
pages/dogbreeds/index-medium-dog-breeds.md,Dog Breed Reviews: Medium Dog Breeds,Navigation and administrative material,D,"Commercial, navigation, administration, or remnant",Breed index,,Legacy size/category index superseded by the consolidated breed guides.
pages/dogbreeds/index-midsize-dog-breeds.md,Dog Breed Reviews: Midsize Dog Breeds,Navigation and administrative material,D,"Commercial, navigation, administration, or remnant",Breed index,,Legacy size/category index superseded by the consolidated breed guides.
pages/dogbreeds/index-small-dog-breeds.md,Dog Breed Reviews: Small Dog Breeds,Navigation and administrative material,D,"Commercial, navigation, administration, or remnant",Breed index,,Legacy size/category index superseded by the consolidated breed guides.
pages/dogbreeds/index-tiny-toy-dog-breeds.md,Dog Breed Reviews: Tiny and Toy Dog Breeds,Navigation and administrative material,D,"Commercial, navigation, administration, or remnant",Breed index,,Legacy size/category index superseded by the consolidated breed guides.
pages/dogbreeds/index.md,Dog Breed Reviews: Honest Reviews of 180 Dog Breeds,Navigation and administrative material,D,"Commercial, navigation, administration, or remnant",Breed index,,Legacy size/category index superseded by the consolidated breed guides.
pages/faq.md,Frequently Asked Questions (FAQ),Navigation and administrative material,D,"Commercial, navigation, administration, or remnant",Site administration or navigation,,"Homepage, FAQ, sitemap, legal/privacy text, or technical remnant."
pages/health/articles/assisi-loop-review.md,My Honest Assisi Loop Review – Electromagnetic Field Therapy For Dogs,"Personal stories, reviews, and polemics",C,"Opinion, personal story, review, or polemic",Review or polemic,Archived health-related opinion; verify claims with current veterinary sources.,Personal account of treating the author's dog and reviewing a device.
pages/health/articles/dog-health-care-intro.md,Dog Health Care and Feeding – The Sensible Way,Veterinary and preventive health,B,Useful supplemental,Health guidance,Archived medical content; consult a veterinarian and current guidelines.,"Potentially useful background, but medical recommendations may be dated."
pages/health/articles/dog-lifespan-quiz.md,Help Your Dog Live Longer,Veterinary and preventive health,B,Useful supplemental,Health guidance,Archived medical content; consult a veterinarian and current guidelines.,"Potentially useful background, but medical recommendations may be dated."
pages/health/articles/dog-lifespan.md,How Long Do Dogs Live? (Dog Lifespan),Veterinary and preventive health,B,Useful supplemental,Health guidance,Archived medical content; consult a veterinarian and current guidelines.,"Potentially useful background, but medical recommendations may be dated."
pages/health/articles/feeding-commercial-raw-dog-food.md,5 Best Raw Dog Foods – Frozen and Freeze-Dried,Nutrition and feeding,B,Useful supplemental,Feeding guidance,Archived nutrition content; verify safety and current evidence with a veterinarian.,"Substantive feeding advice, but strongly reflects the author's dietary viewpoint."
pages/health/articles/feeding-dog-food-package.md,Truth and Lies on Dog Food Packages – Secrets the Dog Food Companies Don't Want You to Know,"Personal stories, reviews, and polemics",C,"Opinion, personal story, review, or polemic",Review or polemic,Archived health-related opinion; verify claims with current veterinary sources.,Sensationalized critique of pet-food labeling and manufacturers.
pages/health/articles/feeding-grain-free-dog-food.md,5 Reasons Not To Feed Your Dog Grains,"Personal stories, reviews, and polemics",C,"Opinion, personal story, review, or polemic",Review or polemic,Archived health-related opinion; verify claims with current veterinary sources.,Dated and controversial nutrition claims presented prescriptively.
pages/health/articles/feeding-healthy-natural-dog-food.md,3 Best Ways To Feed Your Dog Healthy Food,Nutrition and feeding,B,Useful supplemental,Feeding guidance,Archived nutrition content; verify safety and current evidence with a veterinarian.,"Substantive feeding advice, but strongly reflects the author's dietary viewpoint."
pages/health/articles/feeding-homemade-dog-food-delivered.md,Feed Homemade Dog Food – Without Needing To Make It,"Personal stories, reviews, and polemics",C,"Opinion, personal story, review, or polemic",Review or polemic,Archived health-related opinion; verify claims with current veterinary sources.,Commercial food-service recommendation/review.
pages/health/articles/feeding-homemade-dog-food.md,A Quick Way To Make Homemade Dog Food,Nutrition and feeding,B,Useful supplemental,Feeding guidance,Archived nutrition content; verify safety and current evidence with a veterinarian.,"Substantive feeding advice, but strongly reflects the author's dietary viewpoint."
pages/health/articles/feeding-is-dog-food-safe.md,Is Your Dog's Food Safe? Concerns About Pet Food Recalls,Nutrition and feeding,B,Useful supplemental,Feeding guidance,Archived nutrition content; verify safety and current evidence with a veterinarian.,"Substantive feeding advice, but strongly reflects the author's dietary viewpoint."
pages/health/articles/feeding-kibble-canned-dog-food.md,5 Best Kibble and Canned Dog Foods,"Personal stories, reviews, and polemics",C,"Opinion, personal story, review, or polemic",Review or polemic,Archived health-related opinion; verify claims with current veterinary sources.,Ranked commercial food recommendations.
pages/health/articles/feeding-my-vet-says-about-dog-food.md,Two Shocking Reasons Vets Recommend Kibble and Canned Dog Food,"Personal stories, reviews, and polemics",C,"Opinion, personal story, review, or polemic",Review or polemic,Archived health-related opinion; verify claims with current veterinary sources.,"Polemic about veterinarians, pet-food education, and profit motives."
pages/health/articles/feeding-puppy-food.md,What Every Puppy Owner Should Know About Feeding,Nutrition and feeding,B,Useful supplemental,Feeding guidance,Archived nutrition content; verify safety and current evidence with a veterinarian.,"Substantive feeding advice, but strongly reflects the author's dietary viewpoint."
pages/health/articles/feeding-raw-vs-cooked-dog-food.md,Should Your Dog's Food Be Raw or Cooked? Pros and Cons,Nutrition and feeding,B,Useful supplemental,Feeding guidance,Archived nutrition content; verify safety and current evidence with a veterinarian.,"Substantive feeding advice, but strongly reflects the author's dietary viewpoint."
pages/health/articles/feeding-weight-loss-dog-food.md,How To Tell If Your Dog Is Overweight – And What To Do About It,Nutrition and feeding,B,Useful supplemental,Feeding guidance,Archived nutrition content; verify safety and current evidence with a veterinarian.,"Substantive feeding advice, but strongly reflects the author's dietary viewpoint."
pages/health/articles/feeding-what-makes-dog-food-good.md,What Makes a Dog Food Good – or Awful,Nutrition and feeding,B,Useful supplemental,Feeding guidance,Archived nutrition content; verify safety and current evidence with a veterinarian.,"Substantive feeding advice, but strongly reflects the author's dietary viewpoint."
pages/health/articles/finding-the-best-dog-vet.md,Think Your Veterinarian Is Good? Here's How To Tell,Veterinary and preventive health,B,Useful supplemental,Health guidance,Archived medical content; consult a veterinarian and current guidelines.,"Potentially useful background, but medical recommendations may be dated."
pages/health/articles/neutering-male-dog.md,"Neutering Your Male Dog – Pros and Cons (for FEMALE dogs, click here.)",Veterinary and preventive health,B,Useful supplemental,Health guidance,Archived medical content; consult a veterinarian and current guidelines.,"Potentially useful background, but medical recommendations may be dated."
pages/health/articles/pet-insurance.md,Should You Buy Pet Insurance? An Honest Review,"Personal stories, reviews, and polemics",C,"Opinion, personal story, review, or polemic",Review or polemic,Archived health-related opinion; verify claims with current veterinary sources.,Consumer product review rather than general veterinary guidance.
pages/health/articles/puppy-shots-and-dog-vaccinations.md,Puppy Shots and Dog Vaccinations: Needed or Not?,Veterinary and preventive health,B,Useful supplemental,Health guidance,Archived medical content; consult a veterinarian and current guidelines.,"Potentially useful background, but medical recommendations may be dated."
pages/health/articles/spaying-female-dog.md,"Spaying Your Female Dog – Pros and Cons (for MALE dogs, click here.)",Veterinary and preventive health,B,Useful supplemental,Health guidance,Archived medical content; consult a veterinarian and current guidelines.,"Potentially useful background, but medical recommendations may be dated."
pages/health/index.md,How To Feed & Care For Your Dog,Navigation and administrative material,D,"Commercial, navigation, administration, or remnant",Section landing page,,"Primarily routes readers to health, feeding, and commercial material."
pages/health/lifespan/goldenretrievers.md,Help Your Dog Live Longer,Navigation and administrative material,D,"Commercial, navigation, administration, or remnant",Interactive quiz remnant,Archived health content; not a lifespan prediction tool.,Static fragment of an interactive lifespan questionnaire; little standalone value.
pages/health/lifespan/shihtzu.md,Help Your Dog Live Longer,Navigation and administrative material,D,"Commercial, navigation, administration, or remnant",Interactive quiz remnant,Archived health content; not a lifespan prediction tool.,Static fragment of an interactive lifespan questionnaire; little standalone value.
pages/index.md,Your Purebred Puppy Michele Welton's Honest Advice about Dogs,Navigation and administrative material,D,"Commercial, navigation, administration, or remnant",Site administration or navigation,,"Homepage, FAQ, sitemap, legal/privacy text, or technical remnant."
pages/legal.md,Terms of use agreement (in plain English),Navigation and administrative material,D,"Commercial, navigation, administration, or remnant",Site administration or navigation,,"Homepage, FAQ, sitemap, legal/privacy text, or technical remnant."
pages/privacy.md,Privacy Policy,Navigation and administrative material,D,"Commercial, navigation, administration, or remnant",Site administration or navigation,,"Homepage, FAQ, sitemap, legal/privacy text, or technical remnant."
pages/sitemap.md,Site Map,Navigation and administrative material,D,"Commercial, navigation, administration, or remnant",Site administration or navigation,,"Homepage, FAQ, sitemap, legal/privacy text, or technical remnant."
pages/terms-of-use.md,Terms of Use,Navigation and administrative material,D,"Commercial, navigation, administration, or remnant",Site administration or navigation,,"Homepage, FAQ, sitemap, legal/privacy text, or technical remnant."
pages/training/articles/23-steps-to-perfect-puppy-manners.md,"Perfect Puppy Manners, Just 23 Steps",Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/7-mistakes-teaching-no.md,"Teaching ""No"" to Your Dog | Don't Make These 7 Mistakes",Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/abused-rescue-dogs.md,Was Your Dog Really Abused?,Behavior and socialization,A,Core practical training,Practical guidance,,Action-oriented behavior management or socialization material.
pages/training/articles/aggression.md,Aggression or Reactivity Toward People or Other Dogs,Behavior and socialization,A,Core practical training,Practical guidance,,Action-oriented behavior management or socialization material.
pages/training/articles/all-a-dog-needs-is-love.md,All a Dog Needs is Love,Training philosophy and resources,B,Useful supplemental,Essay or resource guide,,Training philosophy presented as opinionated supporting context.
pages/training/articles/calmness-indoors.md,Teach Your Pup to be Calm Indoors,Behavior and socialization,A,Core practical training,Practical guidance,,Action-oriented behavior management or socialization material.
pages/training/articles/cats-and-dogs-together.md,Can Cats and Dogs Live Happily Together?,Behavior and socialization,A,Core practical training,Practical guidance,,Action-oriented behavior management or socialization material.
pages/training/articles/come-when-called.md,Teach Your Puppy to Come When Called,Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/crate-training.md,Crate Training | Go Into Your Crate and Stay Quietly,Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/dog-behavior-problems.md,Solving Dog Behavior Problems – Dog Training That Works,Behavior and socialization,A,Core practical training,Practical guidance,,Action-oriented behavior management or socialization material.
pages/training/articles/dog-housebreaking.md,Housebreaking (Potty Training) For Puppies and Adult Dogs,Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/dog-respect-training.md,Teaching Your Dog To Respect You,Training philosophy and resources,B,Useful supplemental,Essay or resource guide,,Author's overarching training philosophy; useful context but not a neutral protocol.
pages/training/articles/dog-socializing-n.md,Socializing Your Pup to Get Along With the World,Behavior and socialization,A,Core practical training,Practical guidance,,Action-oriented behavior management or socialization material.
pages/training/articles/dog-socializing.md,Socializing Your Puppy or Adult Dog To Get Along With The World,Behavior and socialization,A,Core practical training,Practical guidance,,Action-oriented behavior management or socialization material.
pages/training/articles/dog-training-help.md,You need dog training help.... but from where? private lessons? public classes? dog training books? dog training videos?,Training philosophy and resources,B,Useful supplemental,Essay or resource guide,,Advice for selecting training help; partly evaluative and promotional.
pages/training/articles/dog-training-methods.md,Dog Training – What Works and What Doesn't,Training philosophy and resources,B,Useful supplemental,Essay or resource guide,,Comparison of training methods from the author's viewpoint.
pages/training/articles/dog-training-videos.md,These Dog Training Videos Turned Buddy Into a Good Dog,"Personal stories, reviews, and polemics",C,"Opinion, personal story, review, or polemic",Affiliate-style review,,Personal results story and recommendation for a commercial video service.
pages/training/articles/easy-gentleness.md,Teach Your Puppy Gentleness,Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/excitable-submissive-urination.md,Urinating When Excited or Nervous,Behavior and socialization,A,Core practical training,Practical guidance,,Action-oriented behavior management or socialization material.
pages/training/articles/family-consistency.md,All family members should be on the same page,Behavior and socialization,A,Core practical training,Practical guidance,,Action-oriented behavior management or socialization material.
pages/training/articles/games.md,Games to Play (and Not Play) With Your Puppy,Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/give-drop-things.md,Teach Your Pup to Drop Things When Told,Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/go-to-your-bed-and-stay-there.md,Go To Your Bed and Stay There,Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/handling-grooming.md,Teach Your Puppy to Accept Handling,Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/leash-training-intro.md,Beginning Leash Training – Introducing Your Puppy to a Leash,Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/leash-training.md,Leash Training – Walk Nicely on Leash,Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/leave-it.md,Teach Your Puppy to Leave It,Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/multiple-dogs.md,Living With Multiple Dogs,Behavior and socialization,A,Core practical training,Practical guidance,,Action-oriented behavior management or socialization material.
pages/training/articles/puppy-training-made-easy.md,Puppy Training Made Easy - 4 Things You MUST Do Right,Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/puppy-training-schedule.md,"Puppy Training Schedule: What to Teach Puppies, and When",Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/sit-stay.md,Teach Your Pup to Sit and Stay,Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/stop-demanding-behaviors.md,Stop Over-Dependency and Demanding Behaviors,Behavior and socialization,A,Core practical training,Practical guidance,,Action-oriented behavior management or socialization material.
pages/training/articles/stop-puppy-barking.md,Stop Your Puppy's Barking,Behavior and socialization,A,Core practical training,Practical guidance,,Action-oriented behavior management or socialization material.
pages/training/articles/stop-puppy-jumping.md,Teach Your Puppy to Stop Jumping on People,Behavior and socialization,A,Core practical training,Practical guidance,,Action-oriented behavior management or socialization material.
pages/training/articles/stop-puppy-nipping-biting.md,Stop Puppy's Nipping and Biting,Behavior and socialization,A,Core practical training,Practical guidance,,Action-oriented behavior management or socialization material.
pages/training/articles/structured-walk.md,Take Your Dog for a Structured Walk,Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/take-charge-of-doorbell.md,Stop Puppy From Rushing the Doorbell,Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/take-charge-of-food.md,Take Charge of Your Pup's Feeding Routine,Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/take-charge-of-sleeping-places.md,Where Should Your Puppy Sleep?,Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/take-charge-of-toys.md,Take Charge of Your Pup's Toys,Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/teach-your-dog-words.md,Words To Teach Your Dog – Training Your Dog By Teaching Specific Words,Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/teaching-dog-no.md,Teaching Your Dog No,Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/teaching-dog-wait.md,"Teach Your Dog to ""Wait"" for Permission Before Going Through Doors and Gates",Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/teaching-puppy-name.md,Your Puppy Should Look at You When You Say His Name,Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/articles/yes-praise-rewards.md,How to Praise and Reward Your Dog,Core practical training,A,Core practical training,Step-by-step training guide,,Directly actionable puppy or dog training instruction.
pages/training/index.md,Dog Training The Sensible Way,Navigation and administrative material,D,"Commercial, navigation, administration, or remnant",Section landing page,,Primarily routes readers to training articles and products.
